data,pedido_id,categoria,produto,regiao,canal,quantidade,preco_unitario,receita
2025-04-07,12241,Eletrônicos,Notebook,Nordeste,Loja Física,3,3999.0,11997.0
2025-04-07,12242,Eletrônicos,Smartphone,Nordeste,Loja Física,1,1899.0,1899.0
2025-04-07,12243,Eletrônicos,Fone Bluetooth,Nordeste,Site,2,249.0,498.0
2025-04-07,12244,Eletrônicos,Notebook,Norte,Site,3,3599.1,10797.3
2025-04-07,12245,Casa,Aspirador Robô,Sudeste,Site,1,1299.0,1299.0
2025-04-07,12246,Moda,Mochila,Centro-Oeste,Site,2,152.15,304.3
2025-04-07,12247,Esporte,Esteira,Sudeste,App,2,2799.0,5598.0
2025-04-07,12248,Eletrônicos,Fone Bluetooth,Centro-Oeste,Site,2,224.1,448.2
2025-04-07,12249,Informática,"Monitor 24""",Sul,Site,2,999.0,1998.0
2025-04-08,12250,Eletrônicos,Fone Bluetooth,Sul,Site,2,211.65,423.3
2025-04-08,12251,Casa,Liquidificador,Sul,Site,3,199.0,597.0
2025-04-08,12252,Informática,Teclado Mecânico,Nordeste,App,3,349.0,1047.0
2025-04-08,12253,Eletrônicos,Smartwatch,Norte,App,3,899.0,2697.0
2025-04-09,12254,Eletrônicos,Smartwatch,Sul,Loja Física,3,899.0,2697.0
2025-04-10,12255,Casa,Air Fryer,Sudeste,Site,2,413.1,826.2
2025-04-10,12256,Eletrônicos,Smartwatch,Sudeste,App,3,899.0,2697.0
2025-04-10,12257,Informática,Mouse Gamer,Sudeste,App,2,159.0,318.0
2025-04-10,12258,Moda,Jaqueta,Centro-Oeste,Loja Física,1,233.1,233.1
2025-04-10,12259,Eletrônicos,Notebook,Sul,App,2,3599.1,7198.2
2025-04-11,12260,Informática,Mouse Gamer,Sudeste,Site,2,151.05,302.1
2025-04-11,12261,Eletrônicos,Fone Bluetooth,Sudeste,Loja Física,2,211.65,423.3
2025-04-11,12262,Moda,Jaqueta,Sudeste,Site,3,246.05,738.15
2025-04-11,12263,Informática,"Monitor 24""",Norte,Site,1,999.0,999.0
2025-04-11,12264,Informática,Mouse Gamer,Centro-Oeste,Site,3,159.0,477.0
2025-04-12,12265,Esporte,Esteira,Sul,App,2,2799.0,5598.0
2025-04-12,12266,Eletrônicos,Notebook,Nordeste,Loja Física,2,3999.0,7998.0
2025-04-12,12267,Eletrônicos,Notebook,Nordeste,Site,2,3999.0,7998.0
2025-04-12,12268,Informática,Teclado Mecânico,Nordeste,Loja Física,3,349.0,1047.0
2025-04-12,12269,Informática,"Monitor 24""",Sul,Site,2,999.0,1998.0
2025-04-12,12270,Casa,Cafeteira,Sudeste,Site,3,289.0,867.0
2025-04-13,12271,Esporte,Esteira,Sul,App,1,2659.05,2659.05
2025-04-13,12272,Moda,Relógio,Sudeste,Site,2,329.0,658.0
2025-04-13,12273,Moda,Tênis Esportivo,Centro-Oeste,Site,1,359.1,359.1
2025-04-13,12274,Informática,SSD 1TB,Sul,Site,1,407.55,407.55
2025-04-13,12275,Eletrônicos,Smartwatch,Nordeste,App,2,899.0,1798.0
2025-04-13,12276,Informática,SSD 1TB,Centro-Oeste,Site,2,407.55,815.1
2025-04-13,12277,Eletrônicos,Fone Bluetooth,Sul,Site,3,249.0,747.0
2025-04-14,12278,Informática,Mouse Gamer,Sul,Site,3,151.05,453.15
2025-04-14,12279,Esporte,Esteira,Nordeste,Site,2,2799.0,5598.0
2025-04-14,12280,Casa,Liquidificador,Norte,Site,2,189.05,378.1
2025-04-14,12281,Esporte,Bicicleta,Sul,Site,3,1519.05,4557.15
2025-04-14,12282,Eletrônicos,Notebook,Sul,App,1,3599.1,3599.1
2025-04-14,12283,Casa,Air Fryer,Sudeste,App,2,459.0,918.0
2025-04-14,12284,Eletrônicos,Smartphone,Sudeste,Site,1,1899.0,1899.0
2025-04-15,12285,Esporte,Esteira,Sudeste,Loja Física,3,2659.05,7977.15
2025-04-15,12286,Esporte,Halteres 10kg,Sudeste,App,3,189.0,567.0
2025-04-16,12287,Informática,SSD 1TB,Sudeste,Site,1,429.0,429.0
2025-04-16,12288,Eletrônicos,Smartwatch,Sudeste,App,1,899.0,899.0
2025-04-16,12289,Informática,Teclado Mecânico,Norte,Site,3,349.0,1047.0
2025-04-16,12290,Esporte,Bicicleta,Centro-Oeste,Site,1,1519.05,1519.05
2025-04-16,12291,Eletrônicos,Fone Bluetooth,Sul,Site,1,249.0,249.0
2025-04-16,12292,Moda,Tênis Esportivo,Sul,App,1,359.1,359.1
2025-04-17,12293,Eletrônicos,Smartphone,Sudeste,App,3,1709.1,5127.3
2025-04-17,12294,Esporte,Tapete Yoga,Sudeste,App,2,94.05,188.1
2025-04-17,12295,Eletrônicos,Smartphone,Sudeste,Site,2,1804.05,3608.1
2025-04-17,12296,Eletrônicos,Smartwatch,Nordeste,Site,1,899.0,899.0
2025-04-17,12297,Casa,Aspirador Robô,Centro-Oeste,Site,2,1299.0,2598.0
2025-04-17,12298,Esporte,Tapete Yoga,Sudeste,Site,2,99.0,198.0
2025-04-17,12299,Casa,Air Fryer,Norte,App,2,459.0,918.0
2025-04-17,12300,Esporte,Tapete Yoga,Sul,Site,2,99.0,198.0
2025-04-18,12301,Casa,Liquidificador,Sudeste,Loja Física,1,199.0,199.0
2025-04-18,12302,Informática,Mouse Gamer,Sudeste,Loja Física,1,159.0,159.0
2025-04-18,12303,Informática,"Monitor 24""",Nordeste,Site,3,999.0,2997.0
2025-04-18,12304,Eletrônicos,Fone Bluetooth,Sudeste,App,1,211.65,211.65
2025-04-18,12305,Casa,Air Fryer,Sudeste,App,1,436.05,436.05
2025-04-18,12306,Moda,Jaqueta,Sudeste,Site,3,233.1,699.3
2025-04-18,12307,Casa,Liquidificador,Sudeste,Loja Física,3,199.0,597.0
2025-04-19,12308,Eletrônicos,Smartphone,Norte,Site,2,1899.0,3798.0
2025-04-19,12309,Informática,SSD 1TB,Sudeste,App,1,429.0,429.0
2025-04-19,12310,Casa,Liquidificador,Norte,App,2,199.0,398.0
2025-04-19,12311,Eletrônicos,Smartwatch,Sul,Site,1,899.0,899.0
2025-04-20,12312,Eletrônicos,Fone Bluetooth,Norte,Site,3,249.0,747.0
2025-04-20,12313,Eletrônicos,Notebook,Centro-Oeste,Loja Física,2,3999.0,7998.0
2025-04-21,12314,Informática,SSD 1TB,Sul,Site,3,429.0,1287.0
2025-04-22,12315,Moda,Jaqueta,Norte,App,1,259.0,259.0
2025-04-22,12316,Esporte,Halteres 10kg,Sul,App,2,189.0,378.0
2025-04-22,12317,Informática,"Monitor 24""",Sudeste,App,1,999.0,999.0
2025-04-22,12318,Informática,SSD 1TB,Nordeste,App,2,429.0,858.0
2025-04-22,12319,Moda,Mochila,Nordeste,Site,3,170.05,510.15
2025-04-22,12320,Moda,Mochila,Sudeste,Site,1,170.05,170.05
2025-04-22,12321,Moda,Tênis Esportivo,Sudeste,Site,1,339.15,339.15
2025-04-22,12322,Informática,"Monitor 24""",Sudeste,Loja Física,3,849.15,2547.45
2025-04-23,12323,Casa,Cafeteira,Sudeste,App,1,274.55,274.55
2025-04-23,12324,Informática,Teclado Mecânico,Centro-Oeste,Site,3,349.0,1047.0
2025-04-24,12325,Eletrônicos,Fone Bluetooth,Sul,App,3,249.0,747.0
2025-04-24,12326,Moda,Mochila,Centro-Oeste,Site,1,170.05,170.05
2025-04-24,12327,Informática,"Monitor 24""",Norte,Site,3,999.0,2997.0
2025-04-25,12328,Esporte,Halteres 10kg,Norte,App,3,189.0,567.0
2025-04-25,12329,Eletrônicos,Smartwatch,Norte,App,1,899.0,899.0
2025-04-26,12330,Esporte,Tapete Yoga,Sudeste,App,1,99.0,99.0
2025-04-26,12331,Casa,Aspirador Robô,Norte,Loja Física,3,1169.1,3507.3
2025-04-26,12332,Moda,Tênis Esportivo,Norte,Site,2,399.0,798.0
2025-04-27,12333,Casa,Liquidificador,Sudeste,Site,2,199.0,398.0
2025-04-27,12334,Eletrônicos,Notebook,Sudeste,Site,3,3999.0,11997.0
2025-04-27,12335,Eletrônicos,Smartwatch,Sul,Loja Física,2,854.05,1708.1
2025-04-27,12336,Esporte,Halteres 10kg,Sul,Site,1,189.0,189.0
2025-04-28,12337,Esporte,Tapete Yoga,Sudeste,Site,1,99.0,99.0
2025-04-28,12338,Moda,Tênis Esportivo,Sudeste,Loja Física,1,399.0,399.0
2025-04-28,12339,Moda,Relógio,Nordeste,App,1,312.55,312.55
2025-04-28,12340,Moda,Relógio,Nordeste,Loja Física,3,312.55,937.65
2025-04-28,12341,Eletrônicos,Fone Bluetooth,Sudeste,Site,2,249.0,498.0
2025-04-29,12342,Informática,Mouse Gamer,Sudeste,Site,1,135.15,135.15
2025-04-30,12343,Esporte,Esteira,Norte,Loja Física,3,2659.05,7977.15
2025-04-30,12344,Eletrônicos,Smartwatch,Nordeste,Loja Física,1,854.05,854.05
2025-04-30,12345,Eletrônicos,Notebook,Sudeste,App,2,3999.0,7998.0
2025-04-30,12346,Casa,Cafeteira,Centro-Oeste,App,2,289.0,578.0
2025-05-01,12347,Casa,Cafeteira,Sudeste,App,1,289.0,289.0
2025-05-01,12348,Moda,Tênis Esportivo,Sudeste,App,2,379.05,758.1
2025-05-01,12349,Casa,Air Fryer,Sudeste,Loja Física,1,459.0,459.0
2025-05-01,12350,Moda,Jaqueta,Sudeste,Site,1,246.05,246.05
2025-05-01,12351,Esporte,Halteres 10kg,Sudeste,App,1,189.0,189.0
2025-05-01,12352,Esporte,Esteira,Norte,App,2,2659.05,5318.1
2025-05-01,12353,Casa,Cafeteira,Sul,Site,1,245.65,245.65
2025-05-02,12354,Informática,"Monitor 24""",Sudeste,Site,1,949.05,949.05
2025-05-02,12355,Eletrônicos,Smartwatch,Norte,Site,1,899.0,899.0
2025-05-02,12356,Casa,Air Fryer,Sudeste,App,3,459.0,1377.0
2025-05-02,12357,Eletrônicos,Notebook,Sul,Site,1,3999.0,3999.0
2025-05-02,12358,Casa,Air Fryer,Sul,Site,3,459.0,1377.0
2025-05-02,12359,Eletrônicos,Notebook,Nordeste,Site,2,3999.0,7998.0
2025-05-02,12360,Casa,Liquidificador,Sudeste,Site,1,189.05,189.05
2025-05-02,12361,Moda,Mochila,Sudeste,Site,3,179.0,537.0
2025-05-02,12362,Moda,Jaqueta,Nordeste,App,2,259.0,518.0
2025-05-03,12363,Moda,Relógio,Sul,Loja Física,1,329.0,329.0
2025-05-03,12364,Informática,SSD 1TB,Centro-Oeste,Site,1,407.55,407.55
2025-05-03,12365,Informática,"Monitor 24""",Sul,Site,2,999.0,1998.0
2025-05-03,12366,Casa,Liquidificador,Sudeste,App,3,179.1,537.3
2025-05-03,12367,Esporte,Bicicleta,Sudeste,App,1,1519.05,1519.05
2025-05-04,12368,Eletrônicos,Fone Bluetooth,Sul,App,1,249.0,249.0
2025-05-04,12369,Esporte,Tapete Yoga,Sudeste,Site,1,99.0,99.0
2025-05-04,12370,Casa,Aspirador Robô,Nordeste,App,3,1299.0,3897.0
2025-05-04,12371,Eletrônicos,Smartwatch,Centro-Oeste,App,2,899.0,1798.0
2025-05-04,12372,Eletrônicos,Smartphone,Centro-Oeste,Site,2,1804.05,3608.1
2025-05-04,12373,Esporte,Tapete Yoga,Sudeste,Site,1,84.15,84.15
2025-05-04,12374,Eletrônicos,Fone Bluetooth,Norte,Site,1,224.1,224.1
2025-05-04,12375,Eletrônicos,Notebook,Nordeste,Site,1,3999.0,3999.0
2025-05-05,12376,Informática,"Monitor 24""",Sudeste,App,1,949.05,949.05
2025-05-05,12377,Esporte,Esteira,Sudeste,Loja Física,2,2799.0,5598.0
2025-05-05,12378,Casa,Air Fryer,Norte,App,1,459.0,459.0
2025-05-05,12379,Informática,"Monitor 24""",Norte,Loja Física,3,999.0,2997.0
2025-05-05,12380,Esporte,Halteres 10kg,Sudeste,App,1,189.0,189.0
2025-05-05,12381,Informática,"Monitor 24""",Sul,App,3,849.15,2547.45
2025-05-05,12382,Casa,Liquidificador,Sudeste,App,2,199.0,398.0
2025-05-06,12383,Eletrônicos,Smartphone,Sudeste,App,3,1899.0,5697.0
2025-05-06,12384,Casa,Aspirador Robô,Sudeste,Site,1,1104.15,1104.15
2025-05-06,12385,Esporte,Tapete Yoga,Nordeste,Loja Física,1,94.05,94.05
2025-05-06,12386,Casa,Air Fryer,Norte,Site,1,459.0,459.0
2025-05-06,12387,Esporte,Esteira,Nordeste,Loja Física,1,2799.0,2799.0
2025-05-06,12388,Moda,Relógio,Nordeste,Site,1,312.55,312.55
2025-05-06,12389,Eletrônicos,Smartwatch,Centro-Oeste,Loja Física,2,899.0,1798.0
2025-05-06,12390,Casa,Liquidificador,Sudeste,Site,1,189.05,189.05
2025-05-07,12391,Casa,Air Fryer,Nordeste,App,1,436.05,436.05
2025-05-07,12392,Informática,SSD 1TB,Nordeste,Site,1,429.0,429.0
2025-05-07,12393,Eletrônicos,Smartphone,Sudeste,Loja Física,1,1899.0,1899.0
2025-05-07,12394,Informática,Teclado Mecânico,Sudeste,App,2,331.55,663.1
2025-05-07,12395,Eletrônicos,Fone Bluetooth,Nordeste,Site,3,249.0,747.0
2025-05-08,12396,Esporte,Bicicleta,Sudeste,Site,2,1599.0,3198.0
2025-05-08,12397,Eletrônicos,Smartphone,Sudeste,App,2,1899.0,3798.0
2025-05-08,12398,Moda,Mochila,Sudeste,Site,1,179.0,179.0
2025-05-08,12399,Casa,Aspirador Robô,Sudeste,Site,1,1299.0,1299.0
2025-05-08,12400,Eletrônicos,Notebook,Sudeste,Site,1,3999.0,3999.0
2025-05-08,12401,Eletrônicos,Smartwatch,Sul,Site,1,899.0,899.0
2025-05-08,12402,Informática,Mouse Gamer,Sul,Loja Física,3,159.0,477.0
2025-05-08,12403,Casa,Air Fryer,Norte,Site,3,436.05,1308.15
2025-05-08,12404,Informática,Mouse Gamer,Nordeste,Site,2,159.0,318.0
2025-05-08,12405,Informática,"Monitor 24""",Sudeste,App,1,999.0,999.0
2025-05-08,12406,Eletrônicos,Fone Bluetooth,Norte,App,3,224.1,672.3
2025-05-09,12407,Moda,Relógio,Sul,Site,2,296.1,592.2
2025-05-09,12408,Esporte,Halteres 10kg,Sul,App,3,179.55,538.65
2025-05-09,12409,Casa,Aspirador Robô,Centro-Oeste,Loja Física,3,1299.0,3897.0
2025-05-09,12410,Moda,Mochila,Sul,App,2,179.0,358.0
2025-05-09,12411,Casa,Aspirador Robô,Sudeste,Loja Física,2,1299.0,2598.0
2025-05-10,12412,Esporte,Halteres 10kg,Nordeste,Site,2,179.55,359.1
2025-05-10,12413,Esporte,Halteres 10kg,Sudeste,App,3,160.65,481.95
2025-05-10,12414,Informática,SSD 1TB,Sudeste,Site,2,386.1,772.2
2025-05-10,12415,Casa,Liquidificador,Sudeste,Loja Física,1,199.0,199.0
2025-05-10,12416,Eletrônicos,Fone Bluetooth,Centro-Oeste,App,3,249.0,747.0
2025-05-10,12417,Moda,Mochila,Nordeste,Site,2,179.0,358.0
2025-05-10,12418,Informática,"Monitor 24""",Nordeste,Site,3,999.0,2997.0
2025-05-11,12419,Eletrônicos,Notebook,Sul,App,3,3999.0,11997.0
2025-05-11,12420,Moda,Jaqueta,Sudeste,App,1,259.0,259.0
2025-05-11,12421,Informática,SSD 1TB,Nordeste,App,2,407.55,815.1
2025-05-11,12422,Eletrônicos,Smartwatch,Sul,Loja Física,2,764.15,1528.3
2025-05-12,12423,Moda,Mochila,Sudeste,Site,2,179.0,358.0
2025-05-12,12424,Casa,Liquidificador,Nordeste,App,2,179.1,358.2
2025-05-12,12425,Esporte,Tapete Yoga,Sul,Site,3,99.0,297.0
2025-05-12,12426,Informática,SSD 1TB,Nordeste,App,2,407.55,815.1
2025-05-12,12427,Informática,Mouse Gamer,Centro-Oeste,Site,2,159.0,318.0
2025-05-12,12428,Moda,Relógio,Sudeste,Site,2,329.0,658.0
2025-05-12,12429,Casa,Air Fryer,Sudeste,App,1,413.1,413.1
2025-05-12,12430,Casa,Air Fryer,Centro-Oeste,Site,3,459.0,1377.0
2025-05-13,12431,Esporte,Tapete Yoga,Centro-Oeste,Loja Física,1,99.0,99.0
2025-05-13,12432,Informática,Teclado Mecânico,Sudeste,Site,2,349.0,698.0
2025-05-13,12433,Eletrônicos,Smartwatch,Sudeste,App,1,854.05,854.05
2025-05-13,12434,Informática,"Monitor 24""",Sul,Loja Física,2,999.0,1998.0
2025-05-13,12435,Casa,Liquidificador,Centro-Oeste,Loja Física,2,199.0,398.0
2025-05-14,12436,Moda,Tênis Esportivo,Sul,Site,3,379.05,1137.15
2025-05-14,12437,Eletrônicos,Smartwatch,Sul,Site,3,899.0,2697.0
2025-05-14,12438,Casa,Cafeteira,Centro-Oeste,Site,3,289.0,867.0
2025-05-14,12439,Esporte,Tapete Yoga,Sul,Site,2,99.0,198.0
2025-05-14,12440,Moda,Tênis Esportivo,Sul,Site,3,379.05,1137.15
2025-05-14,12441,Moda,Relógio,Sudeste,Site,3,329.0,987.0
2025-05-14,12442,Moda,Tênis Esportivo,Centro-Oeste,App,3,399.0,1197.0
2025-05-14,12443,Eletrônicos,Fone Bluetooth,Sudeste,Loja Física,3,236.55,709.65
2025-05-15,12444,Casa,Cafeteira,Sudeste,Loja Física,3,260.1,780.3
2025-05-15,12445,Esporte,Halteres 10kg,Centro-Oeste,Loja Física,1,179.55,179.55
2025-05-15,12446,Esporte,Tapete Yoga,Sudeste,Site,3,94.05,282.15
2025-05-15,12447,Informática,SSD 1TB,Sudeste,Loja Física,3,386.1,1158.3
2025-05-15,12448,Eletrônicos,Notebook,Norte,Site,2,3599.1,7198.2
2025-05-15,12449,Casa,Aspirador Robô,Centro-Oeste,Site,1,1169.1,1169.1
2025-05-15,12450,Informática,Teclado Mecânico,Sudeste,Loja Física,1,349.0,349.0
2025-05-16,12451,Eletrônicos,Smartwatch,Nordeste,Site,3,899.0,2697.0
2025-05-16,12452,Esporte,Bicicleta,Sudeste,Site,2,1599.0,3198.0
2025-05-16,12453,Moda,Jaqueta,Sul,App,3,259.0,777.0
2025-05-16,12454,Casa,Liquidificador,Sudeste,Site,3,189.05,567.15
2025-05-16,12455,Esporte,Tapete Yoga,Norte,App,2,84.15,168.3
2025-05-16,12456,Esporte,Bicicleta,Nordeste,Loja Física,3,1599.0,4797.0
2025-05-16,12457,Moda,Relógio,Sudeste,Site,2,329.0,658.0
2025-05-16,12458,Casa,Cafeteira,Sudeste,App,3,274.55,823.65
2025-05-16,12459,Esporte,Halteres 10kg,Sul,App,1,189.0,189.0
2025-05-16,12460,Casa,Aspirador Robô,Sudeste,App,3,1234.05,3702.15
2025-05-17,12461,Casa,Liquidificador,Norte,Loja Física,3,199.0,597.0
2025-05-17,12462,Esporte,Tapete Yoga,Sudeste,Loja Física,2,99.0,198.0
2025-05-17,12463,Casa,Liquidificador,Sudeste,App,2,199.0,398.0
2025-05-17,12464,Esporte,Halteres 10kg,Sudeste,Site,2,189.0,378.0
2025-05-17,12465,Esporte,Bicicleta,Sul,App,2,1599.0,3198.0
2025-05-17,12466,Moda,Jaqueta,Nordeste,App,3,246.05,738.15
2025-05-17,12467,Casa,Aspirador Robô,Sul,App,1,1299.0,1299.0
2025-05-17,12468,Moda,Tênis Esportivo,Sudeste,Site,2,399.0,798.0
2025-05-17,12469,Informática,"Monitor 24""",Sudeste,Site,2,999.0,1998.0
2025-05-17,12470,Casa,Liquidificador,Sudeste,Site,3,199.0,597.0
2025-05-18,12471,Moda,Jaqueta,Norte,App,1,259.0,259.0
2025-05-18,12472,Moda,Relógio,Centro-Oeste,Loja Física,1,329.0,329.0
2025-05-18,12473,Casa,Liquidificador,Sudeste,Site,1,189.05,189.05
2025-05-18,12474,Informática,Mouse Gamer,Sul,App,3,135.15,405.45
2025-05-18,12475,Casa,Air Fryer,Centro-Oeste,Site,1,459.0,459.0
2025-05-18,12476,Casa,Liquidificador,Sul,Site,3,199.0,597.0
2025-05-19,12477,Casa,Aspirador Robô,Nordeste,App,2,1299.0,2598.0
2025-05-19,12478,Esporte,Bicicleta,Nordeste,App,1,1519.05,1519.05
2025-05-19,12479,Esporte,Tapete Yoga,Nordeste,Loja Física,1,89.1,89.1
2025-05-19,12480,Informática,"Monitor 24""",Centro-Oeste,Site,1,999.0,999.0
2025-05-19,12481,Esporte,Halteres 10kg,Centro-Oeste,App,3,179.55,538.65
2025-05-19,12482,Moda,Relógio,Nordeste,Loja Física,3,329.0,987.0
2025-05-19,12483,Casa,Aspirador Robô,Sul,App,3,1299.0,3897.0
2025-05-19,12484,Eletrônicos,Smartphone,Centro-Oeste,Site,2,1804.05,3608.1
2025-05-19,12485,Esporte,Esteira,Sul,App,2,2799.0,5598.0
2025-05-19,12486,Casa,Aspirador Robô,Sudeste,App,3,1299.0,3897.0
2025-05-19,12487,Moda,Relógio,Norte,Site,2,329.0,658.0
2025-05-19,12488,Casa,Cafeteira,Nordeste,Loja Física,1,289.0,289.0
2025-05-19,12489,Informática,Mouse Gamer,Centro-Oeste,Loja Física,1,151.05,151.05
2025-05-20,12490,Moda,Relógio,Sudeste,Site,3,279.65,838.95
2025-05-20,12491,Informática,SSD 1TB,Sudeste,Site,2,429.0,858.0
2025-05-20,12492,Casa,Cafeteira,Nordeste,App,1,260.1,260.1
2025-05-20,12493,Esporte,Bicicleta,Centro-Oeste,Loja Física,2,1599.0,3198.0
2025-05-20,12494,Casa,Air Fryer,Sudeste,Site,2,390.15,780.3
2025-05-20,12495,Esporte,Tapete Yoga,Sudeste,App,1,89.1,89.1
2025-05-20,12496,Informática,"Monitor 24""",Sul,Loja Física,1,999.0,999.0
2025-05-20,12497,Moda,Mochila,Sudeste,Site,2,179.0,358.0
2025-05-20,12498,Moda,Mochila,Sudeste,App,3,179.0,537.0
2025-05-20,12499,Moda,Mochila,Sul,App,1,179.0,179.0
2025-05-21,12500,Casa,Liquidificador,Centro-Oeste,App,2,199.0,398.0
2025-05-21,12501,Informática,"Monitor 24""",Nordeste,App,2,999.0,1998.0
2025-05-21,12502,Informática,SSD 1TB,Nordeste,App,3,386.1,1158.3
2025-05-21,12503,Moda,Relógio,Norte,Site,3,296.1,888.3
2025-05-21,12504,Esporte,Tapete Yoga,Sudeste,App,3,94.05,282.15
2025-05-22,12505,Informática,Mouse Gamer,Centro-Oeste,Site,2,159.0,318.0
2025-05-22,12506,Informática,Teclado Mecânico,Sul,Loja Física,2,314.1,628.2
2025-05-22,12507,Casa,Air Fryer,Sul,Loja Física,1,459.0,459.0
2025-05-22,12508,Informática,SSD 1TB,Sudeste,Loja Física,2,407.55,815.1
2025-05-22,12509,Casa,Cafeteira,Sul,Site,3,245.65,736.95
2025-05-22,12510,Informática,"Monitor 24""",Centro-Oeste,App,1,999.0,999.0
2025-05-22,12511,Esporte,Tapete Yoga,Nordeste,App,2,94.05,188.1
2025-05-23,12512,Eletrônicos,Smartwatch,Sudeste,App,3,899.0,2697.0
2025-05-23,12513,Esporte,Bicicleta,Sudeste,Site,2,1599.0,3198.0
2025-05-23,12514,Eletrônicos,Fone Bluetooth,Sul,App,3,249.0,747.0
2025-05-23,12515,Moda,Jaqueta,Sudeste,Site,2,259.0,518.0
2025-05-23,12516,Casa,Aspirador Robô,Norte,Loja Física,1,1169.1,1169.1
2025-05-23,12517,Informática,Mouse Gamer,Sudeste,Loja Física,1,159.0,159.0
2025-05-23,12518,Moda,Mochila,Norte,Site,3,179.0,537.0
2025-05-23,12519,Informática,Teclado Mecânico,Norte,App,2,349.0,698.0
2025-05-24,12520,Eletrônicos,Fone Bluetooth,Nordeste,Loja Física,2,249.0,498.0
2025-05-24,12521,Eletrônicos,Notebook,Nordeste,Site,3,3999.0,11997.0
2025-05-24,12522,Casa,Liquidificador,Sul,Site,1,189.05,189.05
2025-05-24,12523,Esporte,Halteres 10kg,Sul,Site,3,179.55,538.65
2025-05-24,12524,Eletrônicos,Fone Bluetooth,Sudeste,App,3,236.55,709.65
2025-05-24,12525,Moda,Tênis Esportivo,Sudeste,Site,3,379.05,1137.15
2025-05-24,12526,Eletrônicos,Smartwatch,Norte,Loja Física,3,854.05,2562.15
2025-05-24,12527,Moda,Jaqueta,Nordeste,Site,3,259.0,777.0
2025-05-24,12528,Moda,Tênis Esportivo,Nordeste,Site,1,399.0,399.0
2025-05-24,12529,Esporte,Esteira,Sudeste,Site,3,2659.05,7977.15
2025-05-25,12530,Esporte,Tapete Yoga,Sudeste,App,2,94.05,188.1
2025-05-25,12531,Casa,Liquidificador,Nordeste,Site,1,199.0,199.0
2025-05-25,12532,Esporte,Tapete Yoga,Nordeste,Site,3,99.0,297.0
2025-05-25,12533,Esporte,Esteira,Nordeste,Site,1,2799.0,2799.0
2025-05-25,12534,Eletrônicos,Fone Bluetooth,Nordeste,App,3,236.55,709.65
2025-05-25,12535,Moda,Relógio,Sul,App,1,329.0,329.0
2025-05-25,12536,Esporte,Esteira,Sudeste,App,1,2799.0,2799.0
2025-05-26,12537,Moda,Jaqueta,Sudeste,Site,3,259.0,777.0
2025-05-26,12538,Esporte,Halteres 10kg,Nordeste,App,1,189.0,189.0
2025-05-26,12539,Casa,Liquidificador,Nordeste,App,3,199.0,597.0
2025-05-26,12540,Eletrônicos,Smartphone,Sul,App,3,1899.0,5697.0
2025-05-26,12541,Casa,Air Fryer,Sudeste,App,2,459.0,918.0
2025-05-26,12542,Esporte,Bicicleta,Centro-Oeste,Site,3,1439.1,4317.3
2025-05-26,12543,Casa,Aspirador Robô,Sul,Loja Física,1,1299.0,1299.0
2025-05-26,12544,Esporte,Bicicleta,Sul,Loja Física,1,1439.1,1439.1
2025-05-27,12545,Informática,Mouse Gamer,Sudeste,Site,2,151.05,302.1
2025-05-27,12546,Eletrônicos,Fone Bluetooth,Norte,App,1,224.1,224.1
2025-05-27,12547,Moda,Relógio,Sudeste,Site,2,329.0,658.0
2025-05-27,12548,Esporte,Halteres 10kg,Sudeste,Loja Física,1,189.0,189.0
2025-05-27,12549,Eletrônicos,Fone Bluetooth,Norte,App,1,211.65,211.65
2025-05-27,12550,Informática,SSD 1TB,Nordeste,Loja Física,3,364.65,1093.95
2025-05-27,12551,Eletrônicos,Smartphone,Sudeste,Site,3,1899.0,5697.0
2025-05-27,12552,Casa,Cafeteira,Sudeste,Site,1,289.0,289.0
2025-05-27,12553,Moda,Relógio,Sudeste,Loja Física,2,312.55,625.1
2025-05-27,12554,Moda,Jaqueta,Sul,Loja Física,1,259.0,259.0
2025-05-27,12555,Moda,Relógio,Sul,App,1,312.55,312.55
2025-05-27,12556,Moda,Tênis Esportivo,Norte,Loja Física,1,399.0,399.0
2025-05-28,12557,Esporte,Bicicleta,Nordeste,Site,2,1599.0,3198.0
2025-05-28,12558,Eletrônicos,Notebook,Nordeste,Site,2,3799.05,7598.1
2025-05-28,12559,Informática,"Monitor 24""",Sul,Loja Física,1,949.05,949.05
2025-05-28,12560,Informática,Teclado Mecânico,Centro-Oeste,Site,3,331.55,994.65
2025-05-28,12561,Eletrônicos,Fone Bluetooth,Sul,App,2,249.0,498.0
2025-05-29,12562,Eletrônicos,Notebook,Sudeste,Loja Física,1,3999.0,3999.0
2025-05-29,12563,Informática,Mouse Gamer,Sudeste,Site,1,151.05,151.05
2025-05-29,12564,Informática,Mouse Gamer,Norte,App,2,159.0,318.0
2025-05-29,12565,Esporte,Tapete Yoga,Sul,App,1,94.05,94.05
2025-05-29,12566,Eletrônicos,Fone Bluetooth,Sudeste,Loja Física,2,249.0,498.0
2025-05-29,12567,Moda,Relógio,Nordeste,App,3,312.55,937.65
2025-05-29,12568,Eletrônicos,Smartphone,Nordeste,App,1,1709.1,1709.1
2025-05-29,12569,Casa,Aspirador Robô,Norte,Site,2,1299.0,2598.0
2025-05-29,12570,Moda,Jaqueta,Nordeste,App,3,233.1,699.3
